Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Guinea-Bissau,GNB,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,64.41775,..,..,..,..,..
Guinea-Bissau,GNB,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,30.44408,..,..,..,..,..
Guinea-Bissau,GNB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
Guinea-Bissau,GNB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,9.89025234,32.04744594,31.57919782,..,..,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1045790132.98518,1053512334.17271,1047808175.00057,1178204501.38801,1346841897.00437,..
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.25590426517692,0.96456075098132,6.13408294113292,6.26280563780463,5.9191766258605,..
Guinea-Bissau,GNB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-0.341603110478066,0.238388506805081,3.39008856198636,3.02715904890593,6.27354855752601,..
Guinea-Bissau,GNB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,60.40235,..,..,..,..
Guinea-Bissau,GNB,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,1.45457656848276,0.297286470303007,9.06033214210635,6.14880493446415,2.79825676411841,..
Guinea-Bissau,GNB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,41.2,40.1,39,38.1,37.3,..
Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.4,94.5,90.7,87.4,84.2,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1681495,1725744,1770526,1815698,1861283,..
Guinea-Bissau,GNB,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..
Guinea-Bissau,GNB,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,87.4224238829869,87.0600171337502,86.8517939369185,..,..,..
Guinea-Bissau,GNB,Surface area (sq. km),AG.SRF.TOTL.K2,36130,36130,36130,36130,36130,36130
Guinea-Bissau,GNB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,44.0803911767354,51.5930141877095,59.7815367521229,57.8122244103829,58.9585994110449,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..
Guinea-Bissau,GNB,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.2232360839844,86.9,83.5683517456055,84.2429046630859,..,..
Guyana,GUY,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
Guyana,GUY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..
Guyana,GUY,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..
Guyana,GUY,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.92,2.92,2.92,2.92,..,..
Guyana,GUY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,2.796809853,16.3248397,16.13443072,29.79804231,..,..
Guyana,GUY,Age dependency ratio (% of working-age population),SP.POP.DPND,55.411982254586,54.4479557814321,53.510911360799,52.8789487314833,52.2139600414848,..
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.92,20.847,20.733,20.576,..,..
Guyana,GUY,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Guyana,GUY,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Guyana,GUY,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Guyana,GUY,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.06,8.115,8.164,8.21,..,..
Guyana,GUY,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
Guyana,GUY,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
Guyana,GUY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
Guyana,GUY,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,8.83289456,8.52738583,7.96148807,..,..,..
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2987684143.46656,3077643261.39312,3197222215.01211,3504024213.07506,3621046004.84262,..
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.00056499105213,3.84692391244501,3.16240778720625,3.31613165474853,2.92466831277953,..
Guyana,GUY,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-9.18014289914787,0.363998608591726,4.81027638490294,20.9138820118273,16.9469890176611,..
Guyana,GUY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,96.68967,..,..,..,..
Guyana,GUY,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,7.92157552312291,10.7087576374745,5.47481511461055,-9.5370984058325,4.18771449504492,..
Guyana,GUY,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,21.3,20.7,20.1,19.5,18.9,..
Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,35.1,34.3,33.3,32.3,31.3,..
Guyana,GUY,"Population, total",SP.POP.TOTL,758081,763393,768514,773303,777859,..
Guyana,GUY,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..
Guyana,GUY,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.266727866558,24.0152013060972,25.2587277167556,..,..,..
Guyana,GUY,Surface area (sq. km),AG.SRF.TOTL.K2,214970,214970,214970,214970,214970,214970
Guyana,GUY,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,130.92189639759,115.951564617978,100.267980958315,100.403097593773,104.117792351948,..
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,12.0445003509521,..
Guyana,GUY,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.2870559692383,37.7525901794434,38.2211265563965,38.6901664733887,..,..
Haiti,HTI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
Haiti,HTI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.49151187315367,1.86591453623181,4.03986574815467,0.526810696566699,..,..
Haiti,HTI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.06347729095904,0.510363663228048,2.6936494215587,-0.736088562740079,..,..
Haiti,HTI,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.461652,1.461652,1.461652,1.461652,..,..
Haiti,HTI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.27758903,23.26122658,30.07900649,30.66426491,..,..
Haiti,HTI,Age dependency ratio (% of working-age population),SP.POP.DPND,64.3203313444455,63.2294728917779,62.2645371063449,61.4206784727666,60.7002615550386,..
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.334,24.93,24.546,24.179,..,..
Haiti,HTI,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Haiti,HTI,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Haiti,HTI,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Haiti,HTI,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Haiti,HTI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.827,8.732,8.655,8.594,..,..
Haiti,HTI,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
Haiti,HTI,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
Haiti,HTI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
Haiti,HTI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,47.78549114,49.14545304,48.87558316,..,..,..
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,8452509315.87722,8776350789.5993,8724656126.49849,7970649131.23416,8408150517.97684,..
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.23405289095575,2.81014849836897,1.21121834315667,1.45270702675018,1.17327950545634,..
Haiti,HTI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-4.01078687688091,-3.27728624867541,1.86241278054215,-1.41247516687032,-8.67422464853935,..
Haiti,HTI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
Haiti,HTI,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,2.17391304347798,2.63829787234108,4.47761194029854,1.50793650793624,1.09460516028174,..
Haiti,HTI,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,29.4,29.3,29,28.7,28.3,..
Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,77.9,76.5,75,73.4,71.7,..
Haiti,HTI,"Population, total",SP.POP.TOTL,10431776,10572466,10711061,10847334,10981229,..
Haiti,HTI,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..
Haiti,HTI,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.3347581116171,78.3912383418507,76.0722132337506,..,..,..
Haiti,HTI,Surface area (sq. km),AG.SRF.TOTL.K2,27750,27750,27750,27750,27750,27750
Haiti,HTI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,70.5462296683008,71.2500159587371,70.5516896261956,73.3418950483363,75.3270001866243,..
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..
Haiti,HTI,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.184881,88.653773,89.98171,87.5766296386719,..,..
Honduras,HND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,82.859,82.69168,81.3374599999999,83.06458,83.7114299999999,..
Honduras,HND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.09906617791127,4.00467409267984,10.2340310372699,4.02358360699684,..,..
Honduras,HND,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-2.83700367240422,2.21682693323586,8.36892322775206,2.28806638673665,..,..
Honduras,HND,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.33,6.33,6.33,6.33,..,..
Honduras,HND,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,13.3679606,15.49856439,20.84827152,21.02205092,..,..
Honduras,HND,Age dependency ratio (% of working-age population),SP.POP.DPND,63.0371575014208,61.3440847020107,59.7585907315429,58.2928201094743,56.9761279411421,..
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.859,22.416,22.04,21.715,..,..
Honduras,HND,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,0.566265024755318,..,..,..,..,..
Honduras,HND,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,8.40176448232164,..,..,..,..,..
Honduras,HND,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,55.7937548640583,..,..,..,..,..
Honduras,HND,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,54.2167610960566,..,..,..,..,..
Honduras,HND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.818,4.811,4.806,4.804,..,..
Honduras,HND,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,48.90042,..,..,..,..,..
Honduras,HND,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,25.29041,..,..,..,..,..
Honduras,HND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,23.8938403917359,24.2419177349486,21.9760874717835,..,..,..
Honduras,HND,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,6.02666714,7.33852956,7.0485681,..,..,..
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,18499710127.8385,19756494434.7031,20979767785.2104,21643936938.9096,22978532896.7816,..
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.79155975746801,3.0580805621437,3.84007997093951,3.75214890971107,4.78529790989262,..
Honduras,HND,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1.33723057932319,4.33404440306922,8.18709258713846,8.05211159857178,8.48035507192803,..
Honduras,HND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,95.06649,95.67707,96.00751,96.12654,..,..
Honduras,HND,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,3.37308195551329,3.03230798882694,3.94567851598708,2.91246749897931,4.03091306288322,..
Honduras,HND,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.6,11.2,10.8,10.4,10,..
Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,21,20.3,19.6,18.9,18.2,..
Honduras,HND,"Population, total",SP.POP.TOTL,8657785,8809216,8960829,9112867,9265067,..
Honduras,HND,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,16.09893,14.49878,16.65963,..
Honduras,HND,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,29.14566,28.37057,25.59773,..
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.7671672597913,54.0409417907054,51.5374135797421,..,..,..
Honduras,HND,Surface area (sq. km),AG.SRF.TOTL.K2,112490,112490,112490,112490,112490,112490
Honduras,HND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.0632419088149,16.5426382434487,17.3444720611594,..,..,..
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,116.306049247436,112.97509728471,107.26440535424,100.487881072994,102.415772047795,..
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09600019454956,5.48789978027344,4.59159994125366,4.66820001602173,4.0479998588562,..
Honduras,HND,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..,..
"Hong Kong SAR, China",HKG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.83608588545294,2.83608588545294,2.83608588545294,2.83608588545294,..,..
"Hong Kong SAR, China",HKG,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,25.07404068,24.70475499,24.40633743,24.92397013,..,..
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),SP.POP.DPND,33.8830466155968,34.6958365115427,35.8632881182355,36.9448015349406,38.4882843186941,..
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8,8.6,8.2,8.3,..,..
"Hong Kong SAR, China",HKG,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6,6.2,6.3,6.4,..,..
"Hong Kong SAR, China",HKG,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,17.54439,18.85407,20.94026,21.33549,21.69319,..
"Hong Kong SAR, China",HKG,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,30.48825,31.31349,33.91297,33.04545,32.65564,..
"Hong Kong SAR, China",HKG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,275696879834.966,291459356985.337,309383627028.561,320881182123.855,341449340450.649,..
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.10148883032424,2.76241663336461,2.38784571036929,2.16292329544639,3.79134855964568,..
"Hong Kong SAR, China",HKG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,24.63049003767,24.0274247180869,23.9307336924796,23.8277950325521,23.1606139535653,..
"Hong Kong SAR, China",HKG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,0.0873680378594912,-0.403724448970706,-1.53379834203702,-0.441345547602268,0.435851586946811,..
"Hong Kong SAR, China",HKG,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7178900,7229500,7291300,7336600,7391700,..
"Hong Kong SAR, China",HKG,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,14.19818,13.60538,12.95682,12.37069,11.51862,..
"Hong Kong SAR, China",HKG,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,13.99258,13.84932,13.66248,13.67502,13.76886,..
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.901276843316087,0.858141923107929,0.852783452322141,..,..,..
"Hong Kong SAR, China",HKG,Surface area (sq. km),AG.SRF.TOTL.K2,1100,1105,1105.99998474121,1110,1110,1110
"Hong Kong SAR, China",HKG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,442.620019127299,425.975871734797,389.405949263639,371.707853295519,375.091047180685,..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.40000009536743,3.29999995231628,3.3199999332428,3.39000010490417,3.08999991416931,..
"Hong Kong SAR, China",HKG,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..,..
Hungary,HUN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,95.96262,96.1807199999999,96.35485,96.86148,..,..
Hungary,HUN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.30298984759821,3.36410701375725,3.2323150478323,4.0582165317137,..,..
Hungary,HUN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,5.59336099412688,3.64292333830865,3.47815052292401,4.36575693288275,..,..
Hungary,HUN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.15064370665098,4.46774826601162,4.46774826601162,4.46774826601162,..,..
Hungary,HUN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,25.19684149,25.43074838,25.46245766,24.44965296,..,..
Hungary,HUN,Age dependency ratio (% of working-age population),SP.POP.DPND,45.7083985981594,46.220434410886,46.9221659459146,47.8553937262093,49.0183821484969,..
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9,9.5,9.4,9.7,..,..
Hungary,HUN,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Hungary,HUN,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Hungary,HUN,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Hungary,HUN,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.8,12.8,13.4,13,..,..
Hungary,HUN,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,20.53072,12.53291,16.39606,..,..,..
Hungary,HUN,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,34.5054,42.76765,38.09751,..,..,..
Hungary,HUN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,46.3901834216906,44.9327807578847,43.4857532175547,43.8781329815654,..,..
Hungary,HUN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,..,..,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,135215704418.963,140118140454.711,122879042001.915,125816640420.569,139135029758.29,..
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.09621670829425,4.227733352998,3.36714517536103,2.21318749036379,3.98871036965851,..
Hungary,HUN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.0232632065571,29.7037839035954,30.6931192097916,29.8583299078043,30.36338932554,..
Hungary,HUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,98.8,..,..,..,..
Hungary,HUN,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-2.09342094906955,6.46051079053926,9.84321828064864,0.0803026855930256,4.94658753559698,..
Hungary,HUN,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,3,2.9,2.7,2.6,2.4,..
Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.6,5.4,5.1,4.8,4.5,..
Hungary,HUN,"Population, total",SP.POP.TOTL,9893082,9866468,9843028,9814023,9781127,..
Hungary,HUN,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,10.48026,10.90331,10.2914,10.01652,..,..
Hungary,HUN,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,10.40282,11.2436,10.97863,10.76744,..,..
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.1963887090332,15.6745498209192,15.559362050795,..,..,..
Hungary,HUN,Surface area (sq. km),AG.SRF.TOTL.K2,93030,93030,93030,93030,93030,93030
Hungary,HUN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.7448820922432,22.9745763900167,23.4214061486226,23.3531882264192,..,..
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,164.343533095777,168.923830422783,171.565870171142,168.992646029172,172.360375441718,..
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.1765003204346,7.72529983520508,6.81319999694824,5.1149001121521,4.15570020675659,..
Hungary,HUN,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..,..
Iceland,ISL,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,98.11884,98.21974,98.6384,99.51819,..,..
Iceland,ISL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,16.050258496198,3.41513432561946,9.61661555562885,11.6301534725208,..,..
Iceland,ISL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,14.9577306428961,2.2710120463302,8.48040536340586,10.0913406640611,..,..
Iceland,ISL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,7.52049738121633,7.52049738121633,7.52049738121633,7.52049738121633,..,..
Iceland,ISL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.68432825,21.60200315,24.25693461,28.93107422,..,..
Iceland,ISL,Age dependency ratio (% of working-age population),SP.POP.DPND,50.2410706413546,50.8559158414701,51.5771049448334,52.0741150442478,52.7243761858733,..
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.4,13.4,12.5,12,..,..
Iceland,ISL,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Iceland,ISL,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Iceland,ISL,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Iceland,ISL,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Iceland,ISL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.3,6.6,6.9,..,..
Iceland,ISL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,28.59841,..,28.62802,..,..,..
Iceland,ISL,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,27.94207,..,28.12977,..,..,..
Iceland,ISL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,31.9006314582788,32.6328656645954,30.4806195095393,33.6373571880574,..,..
Iceland,ISL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,..,..,..
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,15548321544.3776,17304033020.5364,16942247373.9704,20304098101.4115,23909289978.5861,..
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.30813786986828,2.20034689075797,4.31131780616309,7.48145023856483,3.64222680238824,..
Iceland,ISL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.284969224176,23.4910616976074,26.4707423031081,27.8097286455903,26.2831006887261,..
